transaction_id,customer_id,transaction_date,transaction_type,amount,status
00dc3e4e-646d-4463-8954-1f2a2f114f87,41677962,2026-04-06 06:42:43,Payment,3713.3,Completed
00de659a-bcaa-4a00-a3b0-e75f5b16585b,84079014,2026-01-07 23:53:50,Withdrawal,2599.5,Completed
00e4d630-0d22-44ff-b661-44649c0950ca,60558672,2026-01-12 21:44:00,Deposit,2873.37,Completed
00eb7622-e540-47b7-8e41-fdb6b42208d9,81309713,2025-11-02 21:16:33,Transfer,2138.28,Completed
00ee031a-37af-4a95-a75f-ebbee1887f30,39021915,2025-06-25 04:53:31,Deposit,1166.39,Completed
00f01906-aee9-4c6a-925c-429a790119ee,26543670,2025-11-11 05:37:18,Payment,4670.0,Completed
00f14c0c-e447-4f28-8e81-2aa81c39675f,98844312,2025-04-28 12:12:03,Deposit,1506.37,Completed
00f5e532-f7dd-4543-8ab7-8453825f2657,64233708,2025-05-23 09:35:39,Payment,45.53,Completed
0100e73c-e8d8-49fb-8b62-64fb55d04b9a,16234805,2025-10-24 18:37:57,Payment,4584.13,Completed
0101bc55-f3f0-4937-b74b-05d3441ac60e,49120229,2026-03-01 13:21:06,Transfer,4923.39,Completed
01075dd2-0216-4143-b735-f1d76da80b02,73280716,2025-09-03 04:22:17,Payment,2526.94,Completed
01192067-a16a-4199-9811-40f34d8743a0,58890663,2026-01-16 23:53:43,Payment,3863.58,Completed
0126727a-18ec-4d86-a9f7-ed4b0bf13e2e,36178440,2025-11-28 07:02:27,Withdrawal,4128.18,Completed
0138b915-b995-4247-a17d-e26019272e89,96420719,2026-01-16 15:07:34,Deposit,226.95,Pending
014e95d6-9642-40ca-bcb3-c30e9f085c1b,67963416,2025-11-05 09:02:26,Withdrawal,1326.75,Completed
01546d39-8973-4e3a-814f-49d496e2b424,67691817,2025-11-30 13:16:53,Transfer,1740.7,Completed
0159c9d5-baba-4c60-a6e2-7c7df59a2532,52070203,2026-04-03 00:20:10,Payment,836.79,Completed
015e0485-34bb-48f0-99d5-e54f5c5c8f8a,45178574,2026-04-11 23:53:02,Transfer,2770.09,Completed
015e21f8-1b50-4b05-a8d2-bfeb2fb91fe6,13139240,2025-05-15 00:28:30,Payment,2037.41,Completed
016d81cd-84af-4c02-8f5e-b5c073c6ac93,27327860,2026-02-11 09:32:03,Payment,764.99,Completed
017531f0-538a-4b82-884f-3bc2fe982408,70456155,2026-03-27 14:49:58,Withdrawal,3101.26,Completed
01801d5f-4c9a-4e9d-bf55-9a12c43f6b24,65231435,2026-01-06 02:35:39,Withdrawal,2394.02,Completed
0181a6ca-80eb-46cd-9d65-50e00fdbc913,74501572,2025-12-27 20:14:32,Payment,2169.7,Completed
019efb4a-62e0-40b5-8fc3-1e03b7fcdb68,57249314,2025-10-14 21:44:11,Deposit,191.87,Completed
01a479c2-f92f-4802-a775-50e9cb30b496,90059952,2025-12-11 19:25:21,Transfer,883.78,Completed
01a488d6-2f1c-49f8-b143-6755e1375f41,71976571,2025-09-26 17:55:03,Withdrawal,4801.31,Completed
01a5ea43-bdb1-4f16-8162-7da9000a92a5,75361996,2025-11-14 18:12:43,Payment,4584.31,Completed
01a5ea77-aec8-4532-8237-eafb55024ac7,84079014,2025-12-15 22:54:08,Deposit,2249.27,Completed
01ae9998-c058-40ea-9b4b-3405aee5774c,55422174,2025-10-28 15:35:44,Payment,4415.83,Completed
01b803f6-93b5-49c4-86b5-abc7e9d64141,71463634,2025-05-28 04:21:50,Withdrawal,4873.89,Completed
01b8adc8-ad72-4bcb-bdac-1edbda2bad53,71976571,2025-10-22 17:16:49,Transfer,1097.29,Completed
01c32244-e500-4846-b3d0-80b0dba05fa8,62955015,2025-10-25 14:30:27,Transfer,3110.71,Completed
01c92a97-5d34-4ab1-843f-d6addf196115,36329410,2026-04-10 15:12:50,Withdrawal,4637.19,Completed
01c98d81-201d-4982-9400-6e4080efbf67,96950505,2025-12-18 05:57:34,Withdrawal,2580.65,Completed
01d15398-ae38-4d7e-b2f1-0fc43339955c,45178574,2025-12-01 17:41:51,Withdrawal,12.4,Completed
01dde64a-0f64-4696-ad4d-89eb11589523,45276374,2025-08-25 19:19:59,Withdrawal,1041.38,Completed
01dfaf5e-0732-4722-9c16-e2fecdc8b501,16770012,2026-01-11 21:55:40,Withdrawal,736.23,Completed
01e2dfcc-deff-4e61-a85e-8db4768692e2,47668859,2025-08-23 09:55:39,Deposit,173.14,Failed
01e47c5f-ad76-494c-b111-7dc557695669,84749472,2025-12-09 18:09:13,Deposit,558.1,Completed
01e814bf-c05b-4f9e-ac3d-073867d3058d,64920309,2025-10-04 10:20:29,Withdrawal,1099.82,Completed
02020b38-e4ee-4cb9-b20c-e5051b46307e,44365773,2025-05-06 20:02:18,Withdrawal,3656.04,Completed
0207264b-c206-4fcf-92e5-ef2be165101c,15340780,2026-04-03 21:14:50,Transfer,4052.78,Completed
02150d7a-9dd4-4ef6-8f65-8798092be200,79862996,2025-12-12 08:04:15,Withdrawal,4214.15,Completed
02163fa9-1f74-40d0-8c71-602a0b0049f0,35426330,2025-08-16 13:19:05,Withdrawal,1611.95,Completed
02175f03-d013-47a1-8a2d-794a6277f680,17127845,2025-09-30 21:53:14,Deposit,674.15,Completed
021ed9cc-29a0-4abb-aa4a-a8551fb93bf4,84283078,2025-10-24 22:46:33,Withdrawal,3131.52,Completed
0228c95b-cd1b-4d50-b942-0d28699bb06b,53321631,2026-03-03 07:42:00,Deposit,2869.44,Completed
022920e5-3cdf-49c9-9388-54afe1f72fa5,58746601,2026-03-31 19:28:40,Transfer,2481.96,Completed
022ea2ba-95c3-4f59-85c7-907debfb2df4,44077774,2025-12-13 18:26:07,Withdrawal,3187.65,Completed
022f5033-297c-4cec-8c4b-096f3e6fb294,49230267,2026-01-16 00:31:45,Payment,1151.28,Completed
02330d6a-40f5-4967-ba24-5ee97c728fad,53332361,2025-10-10 02:16:54,Transfer,3141.94,Completed
02376346-9b3b-4014-ada0-8ee09b8403ea,42940210,2026-04-16 00:47:58,Deposit,614.19,Completed
02438c01-7cb3-4fb0-8282-d7bde9ee8d7c,16317838,2025-09-22 00:31:12,Transfer,1478.0,Completed
024393c6-3fb3-4bd4-bb2d-bf5fb64d3fef,32916022,2026-04-02 13:46:36,Withdrawal,1872.34,Pending
02567c7f-1d28-43df-800b-088e4fe44fe6,27327860,2025-11-13 17:05:16,Withdrawal,3107.38,Completed
02576f93-1ad7-4d35-a603-982fe834fbd4,71352938,2025-06-22 12:29:14,Payment,3269.56,Completed
0258d567-138e-4438-a0d7-34cec6c4362d,98036017,2025-04-23 10:57:48,Withdrawal,4711.47,Completed
02636f92-eddf-4764-81e0-babbe339dbd8,32965266,2025-09-18 06:42:36,Payment,4468.01,Completed
0264b837-b85e-40e1-add4-07d970123c1b,99967023,2025-11-27 08:14:43,Payment,3326.15,Completed
0264fc70-c683-468d-97ff-91df52f91b70,96192775,2025-11-17 00:22:54,Payment,4188.95,Completed
02705add-c899-4545-a642-dcd693a94768,72524682,2025-06-24 07:31:41,Transfer,3270.89,Completed
02725ec9-fb56-467b-a710-51bc6f60c69c,82526178,2026-03-15 01:11:03,Payment,3278.58,Completed
027e5fd9-d36b-4e00-a7ab-f53b0c3a365a,59564975,2025-06-09 08:16:04,Withdrawal,4969.76,Completed
0283af1b-ac0a-4654-9beb-f6de173a64d4,42612028,2026-03-29 11:02:22,Withdrawal,4820.29,Completed
0284b5e8-4763-4d8d-9df0-ee1382a919d6,15128025,2025-07-28 19:50:51,Withdrawal,3545.04,Completed
02918352-5a2c-4c8a-b77c-ca7bad405f83,21813069,2025-04-26 05:19:45,Withdrawal,2670.44,Completed
029b454d-a54f-4b57-8b90-16f044e05078,76361961,2025-12-21 17:23:13,Deposit,4025.68,Completed
029c5fac-915f-497a-ac97-5016ed481e66,89524242,2025-09-17 17:51:16,Payment,719.26,Completed
029c6b90-16a9-43e3-9a4a-52de8b2f4de9,24211214,2025-07-20 16:57:51,Payment,3667.83,Completed
02a3fc1a-5457-4d04-9518-372a5fba987d,41328630,2025-12-24 22:27:01,Withdrawal,3887.69,Completed
02aaf6bc-191e-4d1d-91fb-38f907242842,13795505,2026-03-04 21:03:09,Payment,77.05,Completed
02b9b1c0-a283-4d7c-be47-fa6bd018328d,65034724,2026-03-10 09:33:53,Payment,3196.51,Completed
02ba8eb9-884a-4c59-bdc4-3c62f471ce8d,14419797,2026-02-05 13:40:36,Payment,3921.5,Completed
02bdc05b-d911-4ec1-b038-8609c56f4256,93397505,2025-10-16 23:34:31,Transfer,4040.88,Completed
02bfef0a-1289-4f5f-b3ce-1cca89aa6187,12737602,2025-09-21 20:50:47,Payment,2063.69,Completed
02c2ce80-134a-45e7-ab22-046f0e552678,86663092,2025-07-29 09:28:06,Payment,1254.84,Completed
02cc9299-f140-42a3-8a9c-04e22031f305,79160794,2025-09-27 13:55:14,Withdrawal,421.78,Completed
02d8532e-b4c0-4ce3-a759-64ab959b1400,23163999,2025-10-13 08:14:19,Deposit,1773.57,Completed
02de1c64-56ba-42cf-83c4-2783ca20e32c,60106436,2026-04-17 16:53:27,Deposit,4047.36,Completed
02dff494-74f0-4cc3-8eba-3faa840754ae,97703518,2026-04-20 15:38:40,Withdrawal,4745.13,Completed
02f3b7bf-579b-43c4-b772-be5bbec4c824,66325809,2026-01-16 19:18:17,Deposit,4655.0,Completed
02f72e86-e090-44bc-87b9-7bc387346871,94344545,2025-12-16 17:05:36,Payment,4280.63,Completed
030477f1-3bd9-4c1e-873b-aa438fd30a2a,27924337,2025-12-29 12:11:45,Withdrawal,3511.36,Completed
03226d34-f2dd-4a6d-9c8c-6ed874b32425,86695423,2025-11-28 17:23:50,Payment,3521.65,Completed
03233dc0-e71d-4a55-b47d-2561386aa8b1,12142239,2025-07-26 07:25:00,Transfer,4293.42,Completed
0324863c-1e03-4dd7-a56d-d58652693370,25793556,2025-06-12 12:26:14,Payment,4486.93,Completed
032e75da-6d52-475d-b21d-7f26b9c226d0,27339239,2026-04-11 02:53:36,Payment,2129.37,Completed
0331fd02-97b9-46e3-ac78-911633136061,87714141,2025-06-24 16:28:39,Transfer,1705.33,Completed
033380b3-c11b-4585-b0b0-bb408b373a9f,80323308,2025-07-07 09:18:56,Withdrawal,3036.59,Completed
0338db2d-e7c9-4d21-bcaa-c382f31eb0a7,90131059,2026-03-07 11:28:35,Withdrawal,3758.89,Completed
033cbc1e-024d-4386-b510-487892f2440c,74276022,2025-12-15 21:24:15,Transfer,700.87,Completed
033cf2b4-6125-4b98-a75d-0b8e837d159f,60199643,2025-06-25 09:40:30,Deposit,224.96,Completed
033eebbf-94ce-4123-9322-99483d76fdad,96500499,2025-10-22 09:37:20,Payment,4330.67,Completed
0346c6b2-1d52-469a-84a2-218b2b3b9dbd,35426330,2026-04-07 00:50:15,Payment,3808.79,Completed
034d45c8-8460-4710-b05f-3fd025be8328,71325598,2025-10-19 13:11:06,Payment,2329.63,Completed
035071df-b916-4a12-b045-88ba70b6b8fa,40337276,2025-09-06 22:55:42,Transfer,2062.47,Completed
035b3c2a-3d0a-4f1e-ade7-1ce31caab488,17555900,2025-07-08 12:38:51,Transfer,4185.25,Pending
035ed58e-2626-421b-afda-ca6bd8aaf93e,49606835,2025-11-24 21:03:58,Withdrawal,33.51,Completed
036c0652-a919-4649-9837-b705845ce2bb,60558672,2025-09-25 03:29:18,Withdrawal,292.22,Completed
036df7e6-9c8b-4207-934a-a114496080ea,91337272,2025-07-19 08:57:35,Payment,2741.32,Completed
037a0b77-0182-4f48-8470-3ffab2bc1e65,97577142,2025-08-12 21:26:16,Payment,1383.23,Completed
037d10b2-9444-4d42-a1f0-dc61bea81f79,20155777,2025-07-23 18:44:08,Transfer,1228.15,Completed
038304f0-3a06-45e5-840d-8546f0bb9797,69050150,2026-01-07 15:46:42,Withdrawal,669.11,Completed
038343ba-a66a-44e1-8311-59eafd7ef845,98952773,2025-09-10 14:22:05,Transfer,962.06,Completed
03848ad5-2f83-43ba-b548-716d01cfaf18,88468981,2025-08-01 07:24:58,Deposit,3209.43,Completed
038d0a4d-b92b-4e51-9824-344add25d29b,17555900,2026-02-03 06:57:29,Transfer,4500.76,Completed
038e2c25-4a59-41bb-811f-3f93970fde6c,55048955,2025-09-12 07:59:48,Transfer,2418.83,Completed
03a53138-223d-430a-8e0d-6791831313f1,60275062,2026-02-24 08:30:26,Transfer,3482.75,Completed
03aed10b-b6aa-4801-9b1e-8e2bb5f3bf54,39844818,2025-11-11 02:15:27,Deposit,1167.14,Completed
03b31e1a-784b-48d9-ab31-8c78e5d952d9,37195050,2025-12-06 17:34:10,Deposit,4289.75,Completed
03b7ce50-3203-430f-b6a8-2549b4edfaf9,15340780,2026-03-31 11:32:48,Payment,811.82,Completed
03b90f09-0d8a-4e76-a8b1-19ffbd1b5d12,64564150,2025-11-16 07:59:04,Withdrawal,3234.26,Completed
03bc59cb-f323-4ba8-a3cc-cb6c5e7163e9,96950505,2025-10-16 00:23:38,Withdrawal,2637.31,Completed
03c17791-dc14-469b-b726-06c4ba4ca699,12370862,2025-06-03 14:36:20,Withdrawal,1430.59,Completed
03cfbf20-cd55-4df8-98fe-ec58345fc889,12201000,2025-08-28 07:25:20,Deposit,3569.91,Completed
03d18caa-5beb-4fd5-9ce4-7038ef7bf619,95877604,2025-08-19 02:57:33,Deposit,4049.17,Completed
03d3df40-6055-4434-b854-2a171e5c3ae3,41935875,2025-12-18 19:48:48,Transfer,3897.8,Pending
03d5e80f-6867-4d40-a4cf-2915123225f5,77081337,2025-11-29 23:37:48,Withdrawal,3813.58,Completed
03deb9b8-06f1-4652-8f8c-fb7bddaf9800,69890411,2025-06-23 08:51:40,Transfer,4719.83,Completed
03e2775c-f4a2-4324-882a-27d05ab5dfc2,91022422,2026-03-01 02:52:04,Payment,3020.28,Completed
03e705c2-9bab-479a-883d-efe763ed6487,95411145,2025-10-09 16:48:59,Transfer,1049.87,Completed
03ec7f38-07da-4c38-be3b-28e76feec493,92559594,2026-04-20 16:18:02,Deposit,1984.24,Completed
03ed6454-0474-4561-bcaa-577b9344bc14,38904444,2026-02-01 16:20:50,Withdrawal,1722.25,Completed
03f484cf-77b5-43a3-bbf8-05bd1be40d0c,41871980,2026-02-18 12:31:36,Transfer,3078.72,Completed
040301f4-7521-4ee6-8419-1893fda3bf0c,88806936,2026-02-07 08:42:55,Deposit,2384.74,Completed
0406e2cd-1560-4900-afa6-6ce146b40feb,13774750,2025-08-08 17:40:55,Payment,4970.19,Completed
040f5a97-1d8e-4204-af98-9aa04cb8ae29,93952266,2025-11-20 05:14:26,Transfer,3323.87,Completed
0416d9cf-bac1-4561-ab69-cb868df10864,42722415,2026-03-20 09:15:04,Deposit,3542.36,Completed
04174cc7-e1f6-4abc-80b5-fbceb52d8ed2,73640567,2025-06-05 00:16:04,Transfer,4425.42,Completed
04271ac1-2ede-48a9-8ce1-ec933a9b8715,31469227,2025-10-01 15:47:03,Transfer,2331.06,Completed
042b2523-cd42-46a8-b8ee-b69cc9d738f4,73058710,2025-12-09 09:12:18,Withdrawal,2045.35,Completed
042df96a-73ea-4ac1-8e1c-7c505d1e4b8a,65034724,2025-12-24 02:09:46,Withdrawal,898.16,Failed
042f229c-aeec-49d1-8bc1-3d593d144b9f,17838367,2025-12-15 16:08:14,Deposit,13.76,Completed
04383c33-b5a5-4051-b58f-81a8921f383f,58746601,2025-08-04 17:17:00,Deposit,4101.76,Completed
043b2938-0a1a-4a95-b5c0-2e6835a99db2,21254562,2025-05-14 03:00:51,Deposit,1348.37,Pending
043e5479-0a59-4a76-a1ca-6ca66b2ac2af,80707327,2025-12-25 02:55:05,Deposit,513.21,Completed
04423256-2053-451e-bfdd-4fb9be2cb027,74841322,2025-07-12 02:19:16,Withdrawal,3631.13,Completed
04449ab0-224a-4934-81c8-0d2b62b3824b,25435609,2026-01-30 14:18:49,Withdrawal,4143.79,Completed
0458ad9f-f700-40de-86b3-34d702cd1352,15423609,2025-12-09 15:38:32,Withdrawal,3350.06,Completed
045b3810-4f08-4417-a59e-043290a14dca,72117695,2025-08-18 00:01:11,Withdrawal,156.91,Pending
04683583-6fdc-439d-83d1-d422392a7cc0,57719975,2026-01-09 00:18:30,Deposit,668.27,Completed
0474c1c7-966a-4c35-a62f-12d2353f31ba,53332361,2025-11-17 13:27:01,Payment,187.17,Completed
0482fd1f-106e-4155-a3f6-79ed13d6b44c,77081337,2025-06-02 23:10:02,Transfer,1505.57,Completed
04881059-70ae-4eb2-b55c-080ebbfe4604,50869668,2025-09-24 04:40:43,Payment,184.24,Completed
04960e11-c77a-40a1-b07f-f66008678be3,64564150,2025-07-25 02:25:25,Transfer,2352.57,Completed
0496359b-0d3b-4741-add8-0139dd52a56a,52070203,2025-11-14 16:36:38,Withdrawal,1278.68,Completed
049c2fa6-9b00-4b90-9181-daf1557411eb,30541397,2025-08-10 04:59:35,Payment,3785.85,Completed
04ad0229-f4d2-47c1-a8fc-ceba347cfff2,70177867,2026-01-27 04:04:11,Transfer,4599.29,Completed
04af89c8-28c1-4f5c-a700-54aa3deec740,92200160,2026-01-04 23:36:01,Transfer,2165.76,Completed
04c248b6-8529-46cd-adbf-175639e98593,15492354,2025-11-01 14:12:12,Transfer,3556.7,Completed
04dc34e9-e71f-4075-97cc-5c3de5d43e1b,35168038,2026-04-07 15:26:24,Deposit,439.12,Completed
04dc9f5d-0a8f-443a-87f7-72dd1de53378,91108958,2025-09-04 07:59:02,Withdrawal,2415.8,Completed
04e7c2a8-e518-4852-a6eb-6432d43a1f8b,37415833,2026-01-04 11:09:26,Deposit,1676.77,Completed
04ea3bc8-bdbe-439e-bb6a-d082acc8219d,79862996,2025-10-02 18:38:36,Withdrawal,4400.54,Completed
04f6f84e-e2b4-4e78-9b85-d9ff046d19af,10718168,2026-03-24 14:52:16,Withdrawal,4857.58,Completed
04fb0104-7675-4009-8d23-52955e72f8e6,41328630,2025-09-18 23:35:09,Withdrawal,2712.95,Completed
0502d9ec-479c-483f-bc6a-a2599db7d762,25233043,2026-01-13 04:10:44,Deposit,4923.85,Completed
051685a6-00f3-466e-a8e2-25c8254697e7,37122600,2025-10-11 05:00:39,Withdrawal,2904.63,Completed
051f5ba5-4c43-4446-afd1-f4c9510067f2,39711244,2026-03-30 11:14:08,Withdrawal,1695.53,Completed
05227003-183b-4b3a-a5f8-7d571f7531f8,25803764,2025-11-27 08:47:20,Payment,3605.74,Completed
0526a880-1ef9-417a-9767-9dc38d05db18,82837147,2025-11-02 20:24:25,Payment,3930.7,Completed
052c27c0-2345-4071-9edb-ea0814db1bf6,16197059,2026-03-03 15:05:07,Deposit,4754.04,Completed
0537cd75-564c-4876-86c0-cd611d9087ef,54799799,2026-01-19 17:00:19,Payment,2237.06,Completed
053f7cdb-30f7-4522-8a62-c2f6beb006ee,82977163,2025-12-06 00:07:00,Payment,2261.31,Completed
0540027e-2153-4cd2-ba11-9ed51ced6630,54245899,2025-11-27 14:34:54,Transfer,937.27,Completed
054a2c04-a809-414a-9e1e-280734e4e9a5,82837147,2026-02-03 13:42:40,Deposit,953.88,Failed
054d55b3-32d2-4649-97d5-41e1fd1b26cd,51080254,2026-04-15 17:57:02,Deposit,2608.01,Completed
054f2b8c-97ef-41c4-af81-46e5ba49275e,91053268,2025-07-11 23:30:39,Withdrawal,2708.34,Completed
0554ad94-f4e0-494f-9b3b-9c54eb5ec752,98401175,2025-04-23 03:42:24,Deposit,1654.75,Completed
0554f671-4f83-4fc5-82e4-72d666571062,55855189,2025-08-14 15:53:42,Withdrawal,857.38,Completed
0582e157-3588-43dd-a4db-4202e3cd2ddb,74093952,2025-10-31 18:16:33,Withdrawal,2869.49,Completed
0588e384-ace4-48ce-ba79-007234cac4b3,37491334,2025-04-21 00:17:52,Transfer,1119.02,Completed
058f76f9-5457-4e2c-a17b-2d6d413c8c4d,16790204,2025-05-01 20:15:15,Withdrawal,2754.14,Completed
058f8d81-f61d-41fb-86b9-c58fe433c75b,79253041,2025-07-01 17:54:49,Withdrawal,806.54,Completed
059041c2-b69e-4058-9eaf-2c826429b6e0,37208468,2026-04-14 02:23:05,Withdrawal,675.98,Completed
0593795d-e745-4e15-8f59-062f10147899,67353739,2025-07-02 02:26:06,Deposit,471.54,Completed
0594cdfa-0e5f-493f-acf3-ca1e5b0f480c,20274875,2025-07-05 07:21:25,Deposit,4114.11,Pending
059564b8-36c9-4b49-9acc-e70d622b723e,47668859,2026-04-16 04:44:46,Payment,658.4,Completed
0595f75d-0bfa-4167-860f-a54e63d15f00,92847877,2025-06-27 06:34:20,Payment,4778.99,Completed
059835af-21a1-4adc-8259-67b4521db760,59736086,2025-07-08 21:18:39,Transfer,1457.46,Completed
059fce5e-e22e-4026-b580-88ef3471d159,20274875,2025-08-02 06:51:13,Deposit,3934.34,Completed
05a1f279-d4bb-44d4-9b14-7ea46832efe6,32289518,2026-03-24 15:55:58,Payment,492.2,Completed
05ae20ce-3afa-4b6e-9e50-b49d16b67d46,41398272,2026-02-12 10:58:49,Payment,642.36,Completed
05ba60b3-da5a-4bef-b2b1-4b72779645fe,40522615,2025-10-23 06:33:32,Payment,3861.1,Failed
05c195c8-19c4-4961-bc2a-e8d76c90ee52,21254562,2026-04-15 23:56:51,Transfer,4049.48,Completed
05cc0426-0c4f-4a3f-855c-02b48bb1e49e,63665506,2026-04-05 04:51:53,Transfer,3366.28,Completed
05ccb029-0087-4864-83fd-d5c3bde661ca,20638880,2025-06-06 21:34:47,Payment,2927.11,Completed
05d1cae2-0811-44f9-a7f5-8c82e292f6d1,66950988,2026-01-29 23:46:33,Payment,4155.56,Pending
05d45eda-63a2-4630-8fd3-e9b2c25908d8,95366735,2026-02-05 19:34:07,Withdrawal,115.06,Completed
05d5100d-1739-4845-b006-3a6fa05fcc2b,42347612,2026-01-10 09:14:27,Deposit,4111.8,Completed
05d7cc86-1658-46d2-b455-e73a83bc05f4,21002157,2026-01-11 08:30:29,Deposit,1995.43,Pending
05d8fe12-702d-49a1-9da1-8c8ae3018fce,63862131,2026-01-09 19:30:13,Deposit,1789.64,Completed
05dbc529-fc39-48a2-aaff-bdc90f3870b4,41944998,2025-05-28 06:29:58,Transfer,819.75,Completed
05dc8337-7506-4331-8d5a-e4f643f4dee7,77081337,2025-12-12 16:06:46,Payment,4651.31,Completed
05e71d63-8d3b-470c-8799-f48169c17dca,99400787,2026-01-21 12:28:05,Deposit,4461.42,Completed
05f1ff59-4668-44d0-a7a4-28c145a2b008,60986018,2025-07-14 05:30:08,Withdrawal,4461.66,Completed
05fbde46-1f89-4f29-8af9-c368871afb56,49994082,2026-02-26 02:15:37,Transfer,355.24,Completed
0607ee43-4e87-4091-95b6-a06714ba8a09,37122600,2025-05-05 19:12:39,Payment,2624.61,Completed
06095f2d-733a-4326-997c-8d67843a6454,38828606,2026-03-14 02:29:18,Payment,2598.41,Pending
060b688f-cb8d-4eb5-970a-8a66acd5cac1,93553442,2025-07-17 04:31:41,Payment,4452.59,Completed
060c8f33-5b9e-47e7-89e9-31ff6455278f,82544370,2025-06-23 00:13:52,Payment,1399.4,Completed
061b36be-46ce-40a7-8939-b2edc437a239,54799799,2025-12-17 20:48:45,Payment,4511.39,Completed
061c7e77-9e1a-4b95-b721-248f367e9a34,89892769,2026-03-31 20:45:53,Deposit,4678.28,Completed
06208748-e91e-47e2-9dc6-9f29864a37d1,52961422,2025-08-27 16:10:11,Withdrawal,1106.61,Completed
0631a5d8-ce7c-40b2-ad9a-e4a315d0ef50,29247756,2025-06-05 14:43:59,Transfer,1866.57,Completed
06339d78-895c-4531-b112-ee56eeff123b,32611963,2026-01-30 02:06:40,Withdrawal,655.96,Completed
063b7c07-9ce9-455e-b418-d89fd18fbde1,56525658,2026-01-06 21:35:29,Withdrawal,3972.78,Completed
064b78e4-f016-48b5-8aa8-71f129308db0,16197059,2025-05-24 10:21:01,Withdrawal,2068.27,Completed
0655a4ac-476f-4372-b48b-e1faf650149d,60199643,2025-07-14 22:47:19,Transfer,3686.88,Completed
